"source","Item (EN)","Category/Department (EN)","Description (EN)","Variant Name"
"Tradeline-electronics","Griffin Survivor iPhone 12 | 12 Pro Clear for Sophomore - Clear","Accessories","iPhone accessories.","Griffin"
"Tradeline-electronics","Griffin Survivor Slim Fit for iPhone X","Accessories","iPhone accessories.","Griffin"
"Tradeline-electronics","Apple Earpods with Lightning Connector","Accessories","iPad accessories.","Apple"
"Tradeline-electronics","Uniq Vencer Silicon Airtag Loop Case - Burgundy (Maroon)","Accessories","Airtag accessories.","Uniq"
"Tradeline-electronics","Apple iPhone 11 Pro Clear Case","Accessories","iPhone accessories.","Apple"
"Tradeline-electronics","Spigen iPhone XR Case","Accessories","iPhone accessories.","Spigen"
"Tradeline-electronics","Bose Soundlink around Ear Wireless Headphones II Black","Accessories","iPhone accessories.","Bose"
"Tradeline-electronics","13-inch MacBook Air M2 - Midnight, 512GB","Mac","MacBook Air.","Apple"
"Tradeline-electronics","Apple Pencil 2nd Generation","Accessories","iPad accessories.","Apple"
"Tradeline-electronics","JBL Charge 5 - Teal","Accessories","Headphones & speakers.","JBL"
"Tradeline-electronics","Bose Soundlink Flex Speaker - Black","Accessories","Headphones & speakers.","Bose"
"Tradeline-electronics","Moxyo Crossbody Wallet with Strap - Pink","Accessories","iPhone accessories.","Moxyo"
"Tradeline-electronics","Bose SoundLink Revolve Plus Speaker - Lux Silver","Accessories","Headphones & speakers.","Bose"
"Tradeline-electronics","Uniq Coehl iPhone 14 Meadow - Spring Pink","Accessories","iPhone accessories.","Uniq"
"Tradeline-electronics","iPad 9th Generation Wifi - Silver, 64GB, Wifi Only","iPad","iPad.","Apple"
"Tradeline-electronics","Bose Soundlink Revolve Speaker Black","Accessories","Headphones & speakers.","Bose"
"Tradeline-electronics","Airpods Waterproof Hang Case - Nightglow Blue","Accessories","Airpods accessories.","Elago"
"Uncle Tonny-restaurants","Classic","Hotdog","Mayonnaise + pickles + hot dog sausage + ketchup.","default"
"Uncle Tonny-restaurants","Malk El Saytara Meal","Ramadan Menu","Boneless chicken leg - shish tawook - fries - basmati rice - garlic sauce - pickles - ketchup packet - shami bread - Max cola - dates.","default"
"Uncle Tonny-restaurants","Tony's Combo","Value Meals","1 sausage - 1 liver - 1 kofta - 1 fries + cola","default"
"Uncle Tonny-restaurants","Chicken Shawerma","Shawerma","Made with tender and succulent pieces of marinated chicken, grilled to perfection, accompanied by a fresh and zesty array of vegetables and sauces, delivering an irresistible culinary journey to your taste buds.","Sandwich"
"Uncle Tonny-restaurants","El King Meal","Ramadan Menu","Beef shawarma - shish tawook - fries - basmati rice - garlic sauce - pickles - ketchup packet - shami bread - Max cola - dates.","default"
"Uncle Tonny-restaurants","Classic Burger","Burger","A savory sandwich made with a grilled beef patty, served with traditional toppings.","default"
"Uncle Tonny-restaurants","Baladi Hawawshi","Hawawshi","Made of spiced minced beef and lamb, stuffed into freshly baked bread.","1/2 Dozen"
"Uncle Tonny-restaurants","Bikini","Hotdog","Bell peppers + fresh onion + hot dog sausage + Buffalo sauce + BBQ sauce.","default"
"Uncle Tonny-restaurants","Original Burger","Burger","Egg burger","default"
"Uncle Tonny-restaurants","French Fries","Appetizers","Fried to a golden crisp perfection and perfectly seasoned, perfect accompaniment to any meal.","default"
"Uncle Tonny-restaurants","Smokery","Burger","Big tasty sauce + lettuce + pickles + burger + beef bacon.","default"
"Uncle Tonny-restaurants","Saving Offer","Value Meals","2 liver, 2 sausages and 2 hawawshi","default"
"Uncle Tonny-restaurants","Kofta","Oriental","Made with succulent and juicy meatballs, infused with a blend of aromatic spices and herbs","1/2 Dozen"
"Uncle Tonny-restaurants","Oriental Sausage","Oriental","Embark on an unforgettable culinary adventure with our oriental sausage — a tantalizing blend of aromatic spices and succulent meat that delivers a delectable taste of the East, guaranteed to enchant your taste buds.","Sandwich"
"Uncle Tonny-restaurants","Alpha","Hotdog","Mayonnaise + lettuce + pickles + hot dog sausage + cheese sauce.","default"
"Uncle Tonny-restaurants","Buffalo","Chicken","Mayonnaise + lettuce + pickles + 3 chicken strip + Buffalo sauce.","default"
"Uncle Tonny-restaurants","Classic Hotdog","Hotdog","","default"
"Uncle Tonny-restaurants","Oriental Sausage","Oriental","Embark on an unforgettable culinary adventure with our oriental sausage — a tantalizing blend of aromatic spices and succulent meat that delivers a delectable taste of the East, guaranteed to enchant your taste buds.","Dozen"
"Uncle Tonny-restaurants","Tarwika Meal","Ramadan Menu","Chicken leg - kofta hati - fries - basmati rice - garlic sauce - pickles - ketchup packet or tahini - shami bread - Max cola - dates.","default"
"Uncle Tonny-restaurants","Shella Offer","Value Meals","4 meat shawarma, 4 chicken shawarma, and 1 fries.","default"
"Uncle Tonny-restaurants","Coca-Cola Can","Drinks","Carbonated soft drink","default"
"Uncle Tonny-restaurants","Offer 3","2+1 Offers","2 meat shawarma, chicken shawarma, fries, Maxi cola.","default"
"Uncle Tonny-restaurants","Baladi Hawawshi","Hawawshi","Made of spiced minced beef and lamb, stuffed into freshly baked bread.","Dozen"
"Uncle Tonny-restaurants","Economic Grilled Kofta Meal","Ramadan Menu","Kofta hati - fries - basmati rice - garlic sauce - pickles - ketchup packet or tahini - shami bread - Max cola - dates.","default"
"Uncle Tonny-restaurants","Cheese Fries","Sides","","default"
"Uncle Tonny-restaurants","Greek","Chicken","Yogurt salad + arugula + lettuce + grilled chicken breast.","default"
"Uncle Tonny-restaurants","Tonny Old","Burger","Big tasty sauce + lettuce + pickles + onion + burger + cheese slice.","default"
"Uncle Tonny-restaurants","Fight","Chicken","Mayonnaise + lettuce + pickles + 3 chicken strips + cheese slice + turkey + BBQ sauce","default"
"Uncle Tonny-restaurants","Tahini","Sides","","default"
"Uncle Tonny-restaurants","Red Bull","Drinks","Made with a blend of caffeine, taurine, and B-group vitamins","default"
"Uncle Tonny-restaurants","Chicken Shawerma","Shawerma","Made with tender and succulent pieces of marinated chicken, grilled to perfection, accompanied by a fresh and zesty array of vegetables and sauces, delivering an irresistible culinary journey to your taste buds.","1/2 Dozen"
"Uncle Tonny-restaurants","Pickles","Appetizers","Add some zing to your meals with our handcrafted pickles marinated in a blend of spices.","default"
"Uncle Tonny-restaurants","Economic Beef Shawarma Meal","Ramadan Menu","Beef shawarma - fries - basmati rice - garlic sauce - pickles - shami bread - Max cola - dates.","default"
"Uncle Tonny-restaurants","Maxi Cola","Sides","","default"
"Uncle Tonny-restaurants","Kids Meal","Kids Meal","3 chicken strips + fries + juice.","default"
"Uncle Tonny-restaurants","Meat Shawerma","Shawerma","Thinly sliced marinated meat, slow-cooked to perfection, wrapped in soft bread","Dozen"
"Uncle Tonny-restaurants","Tonny Alpha","Burger","Big tasty sauce + lettuce + pickles + cheese-stuffed burger + cheese sauce + BBQ.","default"
"Uncle Tonny-restaurants","Smoke House","Burger","BBQ sauce + pickles + burger + caramelized onion.","default"
"Uncle Tonny-restaurants","Chicken Shawerma","Shawerma","Made with tender and succulent pieces of marinated chicken, grilled to perfection, accompanied by a fresh and zesty array of vegetables and sauces, delivering an irresistible culinary journey to your taste buds.","Dozen"
"Uncle Tonny-restaurants","Sohab Offer","Value Meals","2 hawawshi - 4 sausage - 4 liver","default"
"Uncle Tonny-restaurants","Liver","Oriental","Savor the rich and succulent flavor of our perfectly cooked liver, seasoned to perfection with a hint of herbs and spices.","Dozen"
"Uncle Tonny-restaurants","Fries","Sides","","default"
"Uncle Tonny-restaurants","Baladi Hawawshi","Hawawshi","Made of spiced minced beef and lamb, stuffed into freshly baked bread.","Loaf"
"Uncle Tonny-restaurants","Oriental Sausage","Oriental","Embark on an unforgettable culinary adventure with our oriental sausage — a tantalizing blend of aromatic spices and succulent meat that delivers a delectable taste of the East, guaranteed to enchant your taste buds.","1/2 Dozen"
"Uncle Tonny-restaurants","El Rawkan Meal","Ramadan Menu","Chicken shawarma - kofta hati - fries - basmati rice - garlic sauce - pickles - ketchup packet or tahini - shami bread - Max cola - dates.","default"
